scopus_id,topic_id,topic_words,region,period,country,coverDate
2-s2.0-85159089898,21,"trust, trustworthiness, human, user, fear, trustworthy, perceived, intelligence, technology, artificial intelligence",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85156239315,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85152779686,-1,,Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85151364500,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85149044532,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85149028658,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85148048311,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85146771685,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Latin America,post_chatgpt,Unknown,Unknown
2-s2.0-85145501230,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85145500309,36,"personality, trait, personality trait, psychological, social, machine learning, machine, agreeableness, conscientiousness, social medium",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85145332767,9,"library, academic library, service, academic, information, technology, li, university, artificial intelligence, intelligence",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85144265746,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85144199402,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85143982692,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85142915429,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85141651066,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85139714305,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-85139623044,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85139239656,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85138773237,31,"fairness, bias, fair, algorithmic, discrimination, decision, metric, algorithm, unfair, perception",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85137382787,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-85135349722,-1,,Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85135302208,2,"attack, iot, detection, security, cybersecurity, intrusion, threat, cyber, network, id",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85133576831,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-85133224056,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85131949522,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-85129669469,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85126145824,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85119209353,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-85088471665,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105030818564,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-105030258524,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-105030190767,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-105030171536,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-105030139970,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105027958053,7,"adhd, autism, disorder, child, diagnosis, spectrum, symptom, diagnostic, feature, individual",North America,post_chatgpt,Unknown,Unknown
2-s2.0-105025095896,5,"speech, hearing, language, voice, recognition, sound, child, acoustic, feature, sign language",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105020759774,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105003316634,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-105003315930,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-105000107446,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Other / Unclassified,post_chatgpt,Unknown,Unknown
2-s2.0-85201672654,34,"military, weapon, war, autonomous, international, warfare, autonomous weapon, state, intelligence, security",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85195919233,29,"sleep, sleep quality, anxiety, wake, patient, symptom, disorder, stage, disturbance, quality",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194815050,-1,,Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85195537814,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85193787267,3,"tourism, tourist, hospitality, hotel, service, industry, destination, tourism industry, customer, experience",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85193576764,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85193453971,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85193451254,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85193446239,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85193284305,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85192977036,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85192877970,3,"tourism, tourist, hospitality, hotel, service, industry, destination, tourism industry, customer, experience",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85192868376,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85192833086,6,"sport, player, game, football, team, performance, training, match, physical, injury",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85192817857,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85192513105,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85192433037,-1,,Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85191846392,3,"tourism, tourist, hospitality, hotel, service, industry, destination, tourism industry, customer, experience",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85190747959,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85190380322,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85190369573,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85180835627,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85146267055,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85206833086,-1,,Other / Unclassified,post_chatgpt,Unknown,Unknown
2-s2.0-85195665673,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85195287208,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85194935083,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194907014,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85191826376,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85190548990,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85195417943,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85195374322,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85193493030,1,"drug, protein, molecular, compound, inf, molecule, structure, property, chemical, binding",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85193231382,1,"drug, protein, molecular, compound, inf, molecule, structure, property, chemical, binding",Latin America,post_chatgpt,Unknown,Unknown
2-s2.0-85192802480,1,"drug, protein, molecular, compound, inf, molecule, structure, property, chemical, binding",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85192081525,1,"drug, protein, molecular, compound, inf, molecule, structure, property, chemical, binding",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194130075,1,"drug, protein, molecular, compound, inf, molecule, structure, property, chemical, binding",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85192730283,2,"attack, iot, detection, security, cybersecurity, intrusion, threat, cyber, network, id",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85192724168,4,"sentiment, emotion, facial, review, tweet, opinion, text, machine, expression, learning",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85173507412,3,"tourism, tourist, hospitality, hotel, service, industry, destination, tourism industry, customer, experience",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85195488522,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85188309276,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85148864658,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105005447959,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85202956183,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85190882597,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85190775127,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85190356203,1,"drug, protein, molecular, compound, inf, molecule, structure, property, chemical, binding",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85192475789,2,"attack, iot, detection, security, cybersecurity, intrusion, threat, cyber, network, id",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85192437031,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85192300233,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85192251317,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85192236219,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85192110535,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85192101601,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85192061689,-1,,Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85192058630,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85192002024,1,"drug, protein, molecular, compound, inf, molecule, structure, property, chemical, binding",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85191873680,4,"sentiment, emotion, facial, review, tweet, opinion, text, machine, expression, learning",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85191820747,1,"drug, protein, molecular, compound, inf, molecule, structure, property, chemical, binding",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85191814609,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85191613961,45,"tumor, brain, mri, image, imaging, segmentation, feature, resonance, magnetic resonance, classification",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85191603829,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85191510125,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85191480786,32,"blockchain, blockchain technology, technology, chain, accounting, supply chain, decentralized, secure, supply, artificial intelligence",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85191340065,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85191311074,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85191309530,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85191292456,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85191290873,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85191196431,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85191196267,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85191185593,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85191014641,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85190974706,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85190953907,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85190947626,10,"retinal, eye, image, disease, patient, visual, screening, diagnosis, accuracy, clinical",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85190945811,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85187706760,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194188925,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85188126907,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85188071534,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85184428416,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105012487333,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105012456049,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105010576329,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85192193694,1,"drug, protein, molecular, compound, inf, molecule, structure, property, chemical, binding",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85191851030,1,"drug, protein, molecular, compound, inf, molecule, structure, property, chemical, binding",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85191201180,1,"drug, protein, molecular, compound, inf, molecule, structure, property, chemical, binding",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85191179653,1,"drug, protein, molecular, compound, inf, molecule, structure, property, chemical, binding",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85190749149,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-105010590312,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85185961652,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85161612934,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85193742007,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-105030877532,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85192031009,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-105017904774,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85210242564,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85204093422,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85202894852,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Latin America,post_chatgpt,Unknown,Unknown
2-s2.0-85202212680,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-85200510353,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85200047635,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85198643900,-1,,Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85198524418,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85197706628,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85196644580,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85196563725,37,"causal, effect, treatment effect, treatment, estimator, inference, estimate, causal inference, estimation, machine learning",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85196518030,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85196183846,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85196147103,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85196081380,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85196079100,2,"attack, iot, detection, security, cybersecurity, intrusion, threat, cyber, network, id",Other / Unclassified,post_chatgpt,Unknown,Unknown
2-s2.0-85196078071,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85195698857,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85195474486,-1,,Latin America,post_chatgpt,Unknown,Unknown
2-s2.0-85195105773,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-85195000607,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194999507,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85194993002,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194940148,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194933763,6,"sport, player, game, football, team, performance, training, match, physical, injury",Latin America,post_chatgpt,Unknown,Unknown
2-s2.0-85194923494,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194922892,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194905503,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194841864,2,"attack, iot, detection, security, cybersecurity, intrusion, threat, cyber, network, id",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194751335,-1,,Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85194430735,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194423265,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85194419222,13,"heritage, cultural, cultural heritage, archaeological, ancient, site, archaeology, bone, preservation, image",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85194410334,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194400744,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85194400697,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85194366252,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Latin America,post_chatgpt,Unknown,Unknown
2-s2.0-85194352245,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194266932,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194261501,-1,,Latin America,post_chatgpt,Unknown,Unknown
2-s2.0-85194260309,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194252945,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85194247191,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-85194246343,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194196724,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85194153822,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85194147622,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85194144734,-1,,Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85194138277,17,"religious, islamic, religion, spiritual, intelligence, human, artificial intelligence, artificial, ethical, technology",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194080214,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194069184,6,"sport, player, game, football, team, performance, training, match, physical, injury",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85194047395,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194036336,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194029831,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194027591,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85194026002,37,"causal, effect, treatment effect, treatment, estimator, inference, estimate, causal inference, estimation, machine learning",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85194024606,-1,,Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85193969116,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85193852452,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85193760327,-1,,Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85193746111,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85193693752,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85193581264,29,"sleep, sleep quality, anxiety, wake, patient, symptom, disorder, stage, disturbance, quality",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85193570218,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85193524909,38,"malaria, disease, outbreak, vector, parasite, public health, machine, specie, control, health",Africa & Middle East,post_chatgpt,Unknown,Unknown
2-s2.0-85193502534,10,"retinal, eye, image, disease, patient, visual, screening, diagnosis, accuracy, clinical",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85193496287,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85193476345,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85193462014,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85193460712,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Asia-Pacific,post_chatgpt,Unknown,Unknown
2-s2.0-85193454670,-1,,North America,post_chatgpt,Unknown,Unknown
2-s2.0-85193426128,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
2-s2.0-85193391641,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",North America,post_chatgpt,Unknown,Unknown
2-s2.0-85193241835,0,"learning, machine, machine learning, student, artificial, intelligence, artificial intelligence, performance, prediction, algorithm",Europe,post_chatgpt,Unknown,Unknown
