scopus_id,topic_id_finetuned,topic_label_finetuned,governance_score,region,period,cover_date,country
2-s2.0-85208100140,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2024-11-01,Hong Kong
2-s2.0-85202937650,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,post_chatgpt,2024-11-01,India
2-s2.0-85194486328,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-11-01,United Kingdom
2-s2.0-85192816914,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-11-01,Portugal
2-s2.0-85192516983,114,Generative AI & Creative Ethics,0.65,Europe,post_chatgpt,2024-11-01,Germany
2-s2.0-85167442816,15,Predictive Policing & Criminal Justice AI,0.8,North America,post_chatgpt,2024-11-01,United States
2-s2.0-85159141511,15,Predictive Policing & Criminal Justice AI,0.8,Asia-Pacific,post_chatgpt,2024-11-01,Singapore
2-s2.0-85132848808,148,Smart City & Urban AI Governance,0.7,Asia-Pacific,post_chatgpt,2024-11-01,Malaysia
2-s2.0-105002777099,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2024-11-01,Indonesia
2-s2.0-85201554594,129,AI in Public Administration & Governance,0.9,Europe,post_chatgpt,2024-10-31,Finland
2-s2.0-85208635958,42,AI Accessibility & Disability Inclusion,0.5,Other / Unclassified,post_chatgpt,2024-10-30,Bulgaria
2-s2.0-85207495965,31,Algorithmic Fairness & Bias,1.0,Asia-Pacific,post_chatgpt,2024-10-11,Singapore
2-s2.0-85207410709,114,Generative AI & Creative Ethics,0.65,Europe,post_chatgpt,2024-10-11,Portugal
2-s2.0-85207499626,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-10-09,Spain
2-s2.0-105017478516,17,AI Ethics from Islamic/Religious Perspective,0.5,Asia-Pacific,post_chatgpt,2024-10-09,Indonesia
2-s2.0-85212477920,8,"AI, Journalism & Media",0.7,Europe,post_chatgpt,2024-10-01,Spain
2-s2.0-85211784184,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-10-01,Russia
2-s2.0-85210398992,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2024-10-01,Japan
2-s2.0-85209940377,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-10-01,Spain
2-s2.0-85209239625,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-10-01,Greece
2-s2.0-85209081036,103,"AI Law, Ethics & Human Rights",0.95,Latin America,post_chatgpt,2024-10-01,Chile
2-s2.0-85207286652,114,Generative AI & Creative Ethics,0.65,Europe,post_chatgpt,2024-10-01,Germany
2-s2.0-85207270089,17,AI Ethics from Islamic/Religious Perspective,0.5,Asia-Pacific,post_chatgpt,2024-10-01,Philippines
2-s2.0-85206912463,103,"AI Law, Ethics & Human Rights",0.95,North America,post_chatgpt,2024-10-01,United States
2-s2.0-85206282969,34,Autonomous Weapons & Military AI,0.9,North America,post_chatgpt,2024-10-01,United States
2-s2.0-85206250425,2,AI Cybersecurity & IoT Threats,0.9,Europe,post_chatgpt,2024-10-01,Ukraine
2-s2.0-85205953877,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-10-01,Finland
2-s2.0-85203173550,15,Predictive Policing & Criminal Justice AI,0.8,North America,post_chatgpt,2024-10-01,United States
2-s2.0-85202885887,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2024-10-01,Australia
2-s2.0-85201319327,129,AI in Public Administration & Governance,0.9,Europe,post_chatgpt,2024-10-01,United Kingdom
2-s2.0-85198269449,183,UAV & Drone Governance,0.6,Africa & Middle East,post_chatgpt,2024-10-01,Tunisia
2-s2.0-85197235918,24,"AI, Fake News & Disinformation",0.8,North America,post_chatgpt,2024-10-01,United States
2-s2.0-85195553453,15,Predictive Policing & Criminal Justice AI,0.8,North America,post_chatgpt,2024-10-01,Canada
2-s2.0-85194244403,31,Algorithmic Fairness & Bias,1.0,Europe,post_chatgpt,2024-10-01,Ireland
2-s2.0-85189897145,24,"AI, Fake News & Disinformation",0.8,Asia-Pacific,post_chatgpt,2024-10-01,Hong Kong
2-s2.0-85187432495,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,post_chatgpt,2024-10-01,China
2-s2.0-85186941720,31,Algorithmic Fairness & Bias,1.0,North America,post_chatgpt,2024-10-01,Canada
2-s2.0-85176921306,42,AI Accessibility & Disability Inclusion,0.5,North America,post_chatgpt,2024-10-01,United States
2-s2.0-85168285127,42,AI Accessibility & Disability Inclusion,0.5,North America,post_chatgpt,2024-10-01,Canada
2-s2.0-85160844701,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2024-10-01,Australia
2-s2.0-105011397893,103,"AI Law, Ethics & Human Rights",0.95,Africa & Middle East,post_chatgpt,2024-10-01,Jordan
2-s2.0-105010899840,35,Gender Bias & AI Representation,0.9,Asia-Pacific,post_chatgpt,2024-10-01,India
2-s2.0-85206890700,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2024-09-30,China
2-s2.0-85204249238,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2024-09-30,Macau
2-s2.0-85173766084,24,"AI, Fake News & Disinformation",0.8,North America,post_chatgpt,2024-09-30,United States
2-s2.0-85206084083,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-09-27,Serbia
2-s2.0-85205876919,124,AI Research Landscape (Bibliometrics),0.5,Latin America,post_chatgpt,2024-09-25,Colombia
2-s2.0-85209225634,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-09-20,Spain
2-s2.0-85209177521,8,"AI, Journalism & Media",0.7,Africa & Middle East,post_chatgpt,2024-09-20,Saudi Arabia
2-s2.0-85203195089,2,AI Cybersecurity & IoT Threats,0.9,Other / Unclassified,post_chatgpt,2024-09-15,Palestine
2-s2.0-85168654379,114,Generative AI & Creative Ethics,0.65,Europe,post_chatgpt,2024-09-03,United Kingdom
2-s2.0-86000618289,103,"AI Law, Ethics & Human Rights",0.95,Latin America,post_chatgpt,2024-09-01,Colombia
2-s2.0-85217014529,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2024-09-01,Sri Lanka
2-s2.0-85216183993,103,"AI Law, Ethics & Human Rights",0.95,Africa & Middle East,post_chatgpt,2024-09-01,Iraq
2-s2.0-85215499921,135,EU AI Regulation & Regulatory Frameworks,1.0,Other / Unclassified,post_chatgpt,2024-09-01,Unknown
2-s2.0-85206588099,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-09-01,Russia
2-s2.0-85205811976,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,post_chatgpt,2024-09-01,Saudi Arabia
2-s2.0-85205083068,129,AI in Public Administration & Governance,0.9,Europe,post_chatgpt,2024-09-01,Spain
2-s2.0-85205056508,183,UAV & Drone Governance,0.6,Africa & Middle East,post_chatgpt,2024-09-01,Saudi Arabia
2-s2.0-85205049493,8,"AI, Journalism & Media",0.7,Latin America,post_chatgpt,2024-09-01,Brazil
2-s2.0-85205049172,8,"AI, Journalism & Media",0.7,Europe,post_chatgpt,2024-09-01,Spain
2-s2.0-85204612580,129,AI in Public Administration & Governance,0.9,North America,post_chatgpt,2024-09-01,Canada
2-s2.0-85204077504,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2024-09-01,India
2-s2.0-85204073759,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-09-01,Netherlands
2-s2.0-85203793992,8,"AI, Journalism & Media",0.7,Africa & Middle East,post_chatgpt,2024-09-01,South Africa
2-s2.0-85203597090,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2024-09-01,Malaysia
2-s2.0-85202573254,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2024-09-01,India
2-s2.0-85201713830,103,"AI Law, Ethics & Human Rights",0.95,North America,post_chatgpt,2024-09-01,United States
2-s2.0-85201238843,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,post_chatgpt,2024-09-01,United Kingdom
2-s2.0-85200851865,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2024-09-01,India
2-s2.0-85200361707,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-09-01,United Kingdom
2-s2.0-85199477535,151,AI Governance during COVID-19,0.6,Europe,post_chatgpt,2024-09-01,United Kingdom
2-s2.0-85199460857,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2024-09-01,India
2-s2.0-85198117069,114,Generative AI & Creative Ethics,0.65,Europe,post_chatgpt,2024-09-01,Austria
2-s2.0-85197613265,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2024-09-01,India
2-s2.0-85196403472,124,AI Research Landscape (Bibliometrics),0.5,Europe,post_chatgpt,2024-09-01,United Kingdom
2-s2.0-85196301194,31,Algorithmic Fairness & Bias,1.0,Europe,post_chatgpt,2024-09-01,Germany
2-s2.0-85196263664,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,post_chatgpt,2024-09-01,China
2-s2.0-85195257166,129,AI in Public Administration & Governance,0.9,North America,post_chatgpt,2024-09-01,Canada
2-s2.0-85195195553,2,AI Cybersecurity & IoT Threats,0.9,North America,post_chatgpt,2024-09-01,United States
2-s2.0-85194557085,24,"AI, Fake News & Disinformation",0.8,Africa & Middle East,post_chatgpt,2024-09-01,Morocco
2-s2.0-85194543150,2,AI Cybersecurity & IoT Threats,0.9,Europe,post_chatgpt,2024-09-01,United Kingdom
2-s2.0-85192376586,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,post_chatgpt,2024-09-01,Iraq
2-s2.0-85177089164,17,AI Ethics from Islamic/Religious Perspective,0.5,Africa & Middle East,post_chatgpt,2024-09-01,Qatar
2-s2.0-85174399187,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-09-01,Spain
2-s2.0-85172411059,151,AI Governance during COVID-19,0.6,Europe,post_chatgpt,2024-09-01,Switzerland
2-s2.0-105008073397,124,AI Research Landscape (Bibliometrics),0.5,North America,post_chatgpt,2024-09-01,United States
2-s2.0-85214789024,2,AI Cybersecurity & IoT Threats,0.9,Europe,post_chatgpt,2024-08-31,Turkey
2-s2.0-85201080695,24,"AI, Fake News & Disinformation",0.8,Asia-Pacific,post_chatgpt,2024-08-30,India
2-s2.0-85217666688,31,Algorithmic Fairness & Bias,1.0,Europe,post_chatgpt,2024-08-27,Portugal
2-s2.0-85202588671,2,AI Cybersecurity & IoT Threats,0.9,Europe,post_chatgpt,2024-08-21,Italy
2-s2.0-85214283073,17,AI Ethics from Islamic/Religious Perspective,0.5,Asia-Pacific,post_chatgpt,2024-08-07,India
2-s2.0-85203057349,2,AI Cybersecurity & IoT Threats,0.9,Europe,post_chatgpt,2024-08-03,Ukraine
2-s2.0-85203519652,103,"AI Law, Ethics & Human Rights",0.95,Africa & Middle East,post_chatgpt,2024-08-01,South Africa
2-s2.0-85203055024,124,AI Research Landscape (Bibliometrics),0.5,Europe,post_chatgpt,2024-08-01,Turkey
2-s2.0-85202750549,42,AI Accessibility & Disability Inclusion,0.5,Europe,post_chatgpt,2024-08-01,Spain
2-s2.0-85202629873,183,UAV & Drone Governance,0.6,Asia-Pacific,post_chatgpt,2024-08-01,Taiwan
2-s2.0-85201929617,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,post_chatgpt,2024-08-01,Germany
2-s2.0-85201554951,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2024-08-01,Japan
2-s2.0-85201529562,2,AI Cybersecurity & IoT Threats,0.9,North America,post_chatgpt,2024-08-01,United States
2-s2.0-85201313312,124,AI Research Landscape (Bibliometrics),0.5,Europe,post_chatgpt,2024-08-01,France
2-s2.0-85201263562,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-08-01,Germany
2-s2.0-85201152951,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2024-08-01,India
2-s2.0-85200667645,34,Autonomous Weapons & Military AI,0.9,Asia-Pacific,post_chatgpt,2024-08-01,Indonesia
2-s2.0-85200594839,103,"AI Law, Ethics & Human Rights",0.95,Africa & Middle East,post_chatgpt,2024-08-01,Tunisia
2-s2.0-85198109570,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2024-08-01,India
2-s2.0-85197813043,21,Trust & Trustworthiness in AI,0.8,North America,post_chatgpt,2024-08-01,United States
2-s2.0-85197403894,31,Algorithmic Fairness & Bias,1.0,North America,post_chatgpt,2024-08-01,United States
2-s2.0-85194378429,2,AI Cybersecurity & IoT Threats,0.9,Europe,post_chatgpt,2024-08-01,United Kingdom
2-s2.0-85194282608,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2024-08-01,China
2-s2.0-85192775679,148,Smart City & Urban AI Governance,0.7,Europe,post_chatgpt,2024-08-01,Norway
2-s2.0-85192348307,114,Generative AI & Creative Ethics,0.65,Europe,post_chatgpt,2024-08-01,Germany
2-s2.0-85184596217,114,Generative AI & Creative Ethics,0.65,North America,post_chatgpt,2024-08-01,United States
2-s2.0-85153071601,103,"AI Law, Ethics & Human Rights",0.95,North America,post_chatgpt,2024-08-01,Canada
2-s2.0-85151438229,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,post_chatgpt,2024-08-01,Italy
2-s2.0-85147659783,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-08-01,Ukraine
2-s2.0-85146679806,21,Trust & Trustworthiness in AI,0.8,Europe,post_chatgpt,2024-08-01,United Kingdom
2-s2.0-105003123346,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-08-01,Denmark
2-s2.0-105017147526,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2024-07-31,Indonesia
2-s2.0-85201691557,8,"AI, Journalism & Media",0.7,Europe,post_chatgpt,2024-07-29,Spain
2-s2.0-85190799410,15,Predictive Policing & Criminal Justice AI,0.8,North America,post_chatgpt,2024-07-16,United States
2-s2.0-85190889519,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2024-07-15,Australia
2-s2.0-85198436896,2,AI Cybersecurity & IoT Threats,0.9,Europe,post_chatgpt,2024-07-12,United Kingdom
2-s2.0-85199774678,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,post_chatgpt,2024-07-03,Malaysia
2-s2.0-85219365773,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-07-01,Russia
2-s2.0-85215787256,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-07-01,Russia
2-s2.0-85215767802,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-07-01,Ukraine
2-s2.0-85210431339,103,"AI Law, Ethics & Human Rights",0.95,Latin America,post_chatgpt,2024-07-01,Brazil
2-s2.0-85203072546,8,"AI, Journalism & Media",0.7,Asia-Pacific,post_chatgpt,2024-07-01,Bangladesh
2-s2.0-85201659724,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,post_chatgpt,2024-07-01,Saudi Arabia
2-s2.0-85200630984,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,post_chatgpt,2024-07-01,India
2-s2.0-85196534548,114,Generative AI & Creative Ethics,0.65,Europe,post_chatgpt,2024-07-01,Germany
2-s2.0-85195875321,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,post_chatgpt,2024-07-01,China
2-s2.0-85195857170,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-07-01,Ukraine
2-s2.0-85195822882,103,"AI Law, Ethics & Human Rights",0.95,Africa & Middle East,post_chatgpt,2024-07-01,Iraq
2-s2.0-85194423222,103,"AI Law, Ethics & Human Rights",0.95,Africa & Middle East,post_chatgpt,2024-07-01,Lebanon
2-s2.0-85194165210,21,Trust & Trustworthiness in AI,0.8,Europe,post_chatgpt,2024-07-01,Greece
2-s2.0-85192713134,177,Explainable AI & Transparency,0.8,North America,post_chatgpt,2024-07-01,United States
2-s2.0-85191436797,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2024-07-01,Taiwan
2-s2.0-85189759582,177,Explainable AI & Transparency,0.8,Asia-Pacific,post_chatgpt,2024-07-01,China
2-s2.0-85189552065,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2024-07-01,China
2-s2.0-85189016555,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,post_chatgpt,2024-07-01,United Kingdom
2-s2.0-85188450033,2,AI Cybersecurity & IoT Threats,0.9,Europe,post_chatgpt,2024-07-01,Turkey
2-s2.0-85187431106,31,Algorithmic Fairness & Bias,1.0,Europe,post_chatgpt,2024-07-01,Germany
2-s2.0-85186630730,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-07-01,United Kingdom
2-s2.0-85182828457,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2024-07-01,Australia
2-s2.0-85178438335,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,post_chatgpt,2024-07-01,Netherlands
2-s2.0-105011194274,103,"AI Law, Ethics & Human Rights",0.95,Latin America,post_chatgpt,2024-07-01,Colombia
2-s2.0-86000287363,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,post_chatgpt,2024-06-29,Romania
2-s2.0-85197863635,8,"AI, Journalism & Media",0.7,Europe,post_chatgpt,2024-06-27,Spain
2-s2.0-85198337655,103,"AI Law, Ethics & Human Rights",0.95,Africa & Middle East,post_chatgpt,2024-06-25,Jordan
2-s2.0-85198996660,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-06-22,Ukraine
2-s2.0-85196407840,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-06-11,Latvia
2-s2.0-85177449752,2,AI Cybersecurity & IoT Threats,0.9,Europe,post_chatgpt,2024-06-11,Greece
2-s2.0-105026299271,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2024-06-09,Indonesia
2-s2.0-85196891627,21,Trust & Trustworthiness in AI,0.8,Europe,post_chatgpt,2024-06-07,Greece
2-s2.0-85206361149,103,"AI Law, Ethics & Human Rights",0.95,Africa & Middle East,post_chatgpt,2024-06-03,Algeria
2-s2.0-85201547435,8,"AI, Journalism & Media",0.7,Europe,post_chatgpt,2024-06-01,Spain
2-s2.0-85198616156,34,Autonomous Weapons & Military AI,0.9,Europe,post_chatgpt,2024-06-01,Czechia
2-s2.0-85198308696,8,"AI, Journalism & Media",0.7,Europe,post_chatgpt,2024-06-01,Spain
2-s2.0-85197316069,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-06-01,Lithuania
2-s2.0-85197192323,17,AI Ethics from Islamic/Religious Perspective,0.5,Other / Unclassified,post_chatgpt,2024-06-01,Unknown
2-s2.0-85197125008,8,"AI, Journalism & Media",0.7,Asia-Pacific,post_chatgpt,2024-06-01,Indonesia
2-s2.0-85197107465,15,Predictive Policing & Criminal Justice AI,0.8,Asia-Pacific,post_chatgpt,2024-06-01,Macau
2-s2.0-85196834457,148,Smart City & Urban AI Governance,0.7,Europe,post_chatgpt,2024-06-01,Poland
2-s2.0-85196575866,114,Generative AI & Creative Ethics,0.65,Europe,post_chatgpt,2024-06-01,Denmark
2-s2.0-85196301763,8,"AI, Journalism & Media",0.7,Europe,post_chatgpt,2024-06-01,Italy
2-s2.0-85196154780,114,Generative AI & Creative Ethics,0.65,North America,post_chatgpt,2024-06-01,United States
2-s2.0-85196042565,177,Explainable AI & Transparency,0.8,Europe,post_chatgpt,2024-06-01,Germany
2-s2.0-85194843961,24,"AI, Fake News & Disinformation",0.8,Africa & Middle East,post_chatgpt,2024-06-01,Morocco
2-s2.0-85194049250,114,Generative AI & Creative Ethics,0.65,Europe,post_chatgpt,2024-06-01,Italy
2-s2.0-85193757905,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2024-06-01,India
2-s2.0-85193552807,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-06-01,United Kingdom
2-s2.0-85193518573,168,Digital Transformation & AI Adoption,0.55,Asia-Pacific,post_chatgpt,2024-06-01,China
2-s2.0-85192976643,34,Autonomous Weapons & Military AI,0.9,Europe,post_chatgpt,2024-06-01,United Kingdom
2-s2.0-85192782149,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2024-06-01,Indonesia
2-s2.0-85192714246,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,post_chatgpt,2024-06-01,Jordan
2-s2.0-85192679115,129,AI in Public Administration & Governance,0.9,Asia-Pacific,post_chatgpt,2024-06-01,China
2-s2.0-85192437780,31,Algorithmic Fairness & Bias,1.0,Europe,post_chatgpt,2024-06-01,Germany
2-s2.0-85191859512,124,AI Research Landscape (Bibliometrics),0.5,Europe,post_chatgpt,2024-06-01,Italy
2-s2.0-85191266246,103,"AI Law, Ethics & Human Rights",0.95,North America,post_chatgpt,2024-06-01,United States
2-s2.0-85189854643,21,Trust & Trustworthiness in AI,0.8,Asia-Pacific,post_chatgpt,2024-06-01,Singapore
2-s2.0-85189790212,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2024-06-01,China
2-s2.0-85184610177,183,UAV & Drone Governance,0.6,North America,post_chatgpt,2024-06-01,United States
2-s2.0-85184418334,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-06-01,Italy
2-s2.0-85181823866,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,post_chatgpt,2024-06-01,South Africa
2-s2.0-85177748498,8,"AI, Journalism & Media",0.7,Latin America,post_chatgpt,2024-06-01,Brazil
2-s2.0-85172659675,15,Predictive Policing & Criminal Justice AI,0.8,Asia-Pacific,post_chatgpt,2024-06-01,India
2-s2.0-85167358014,103,"AI Law, Ethics & Human Rights",0.95,Latin America,post_chatgpt,2024-06-01,Mexico
2-s2.0-85164182427,103,"AI Law, Ethics & Human Rights",0.95,North America,post_chatgpt,2024-06-01,United States
2-s2.0-85160221115,124,AI Research Landscape (Bibliometrics),0.5,Africa & Middle East,post_chatgpt,2024-06-01,UAE
2-s2.0-85159089898,21,Trust & Trustworthiness in AI,0.8,North America,post_chatgpt,2024-06-01,United States
2-s2.0-85148048311,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,post_chatgpt,2024-06-01,Germany
2-s2.0-85144265746,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2024-06-01,Macau
2-s2.0-85143982692,135,EU AI Regulation & Regulatory Frameworks,1.0,Asia-Pacific,post_chatgpt,2024-06-01,Hong Kong
2-s2.0-85141651066,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-06-01,Germany
2-s2.0-85138773237,31,Algorithmic Fairness & Bias,1.0,Europe,post_chatgpt,2024-06-01,Netherlands
2-s2.0-85135302208,2,AI Cybersecurity & IoT Threats,0.9,Europe,post_chatgpt,2024-06-01,Turkey
2-s2.0-105000107446,114,Generative AI & Creative Ethics,0.65,Other / Unclassified,post_chatgpt,2024-06-01,Unknown
2-s2.0-85201672654,34,Autonomous Weapons & Military AI,0.9,Africa & Middle East,post_chatgpt,2024-05-31,Nigeria
2-s2.0-85192730283,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,post_chatgpt,2024-05-24,Morocco
2-s2.0-85192475789,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2024-05-15,India
2-s2.0-85191510125,183,UAV & Drone Governance,0.6,Europe,post_chatgpt,2024-05-15,Romania
2-s2.0-85202894852,124,AI Research Landscape (Bibliometrics),0.5,Latin America,post_chatgpt,2024-05-01,Colombia
2-s2.0-85196081380,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2024-05-01,Thailand
2-s2.0-85196079100,2,AI Cybersecurity & IoT Threats,0.9,Other / Unclassified,post_chatgpt,2024-05-01,Bosnia and Herzegovina
2-s2.0-85194940148,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,post_chatgpt,2024-05-01,South Korea
2-s2.0-85194841864,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2024-05-01,Malaysia
2-s2.0-85194138277,17,AI Ethics from Islamic/Religious Perspective,0.5,Asia-Pacific,post_chatgpt,2024-05-01,Taiwan
2-s2.0-85193239529,24,"AI, Fake News & Disinformation",0.8,Asia-Pacific,post_chatgpt,2024-05-01,Thailand
2-s2.0-85192026765,114,Generative AI & Creative Ethics,0.65,Other / Unclassified,post_chatgpt,2024-05-01,Unknown
2-s2.0-85191983632,114,Generative AI & Creative Ethics,0.65,Other / Unclassified,post_chatgpt,2024-05-01,Unknown
2-s2.0-85191943895,114,Generative AI & Creative Ethics,0.65,Other / Unclassified,post_chatgpt,2024-05-01,Unknown
2-s2.0-85190367960,114,Generative AI & Creative Ethics,0.65,Latin America,post_chatgpt,2024-05-01,Colombia
2-s2.0-85185564994,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2024-05-01,Bangladesh
2-s2.0-85177063437,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2024-05-01,Australia
2-s2.0-85171529379,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2024-05-01,India
2-s2.0-85170063102,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2024-05-01,India
2-s2.0-85201217544,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2024-04-30,Malaysia
2-s2.0-85198516762,15,Predictive Policing & Criminal Justice AI,0.8,Latin America,post_chatgpt,2024-04-30,Brazil
2-s2.0-85193003805,8,"AI, Journalism & Media",0.7,Europe,post_chatgpt,2024-04-29,Spain
2-s2.0-85196387170,181,AI Patent Law & Intellectual Property,0.55,Europe,post_chatgpt,2024-04-24,Czechia
2-s2.0-85189745916,124,AI Research Landscape (Bibliometrics),0.5,Europe,post_chatgpt,2024-04-20,France
2-s2.0-85125048013,151,AI Governance during COVID-19,0.6,Asia-Pacific,post_chatgpt,2024-04-18,India
2-s2.0-85189142979,21,Trust & Trustworthiness in AI,0.8,Europe,post_chatgpt,2024-04-15,Portugal
2-s2.0-85189748263,2,AI Cybersecurity & IoT Threats,0.9,North America,post_chatgpt,2024-04-05,United States
2-s2.0-85213231289,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2024-04-01,China
2-s2.0-85198713476,2,AI Cybersecurity & IoT Threats,0.9,Europe,post_chatgpt,2024-04-01,Turkey
2-s2.0-85195873255,31,Algorithmic Fairness & Bias,1.0,Other / Unclassified,post_chatgpt,2024-04-01,Unknown
2-s2.0-85194888020,8,"AI, Journalism & Media",0.7,Asia-Pacific,post_chatgpt,2024-04-01,Vietnam
2-s2.0-85191571936,103,"AI Law, Ethics & Human Rights",0.95,North America,post_chatgpt,2024-04-01,United States
2-s2.0-85191449845,2,AI Cybersecurity & IoT Threats,0.9,North America,post_chatgpt,2024-04-01,United States
2-s2.0-85191366650,148,Smart City & Urban AI Governance,0.7,Africa & Middle East,post_chatgpt,2024-04-01,Saudi Arabia
2-s2.0-85190940569,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2024-04-01,Malaysia
