scopus_id,topic_id_finetuned,topic_label_finetuned,governance_score,region,period,cover_date,country
2-s2.0-85215080881,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,Asia-Pacific,post_chatgpt,2025-02-15,China
2-s2.0-85214862336,127,"Topic0_Sub_127: urban, lst, heat, uhi, temperature, urban heat, land, therma",0.1,Asia-Pacific,post_chatgpt,2025-02-15,China
2-s2.0-85214837737,131,"Topic0_Sub_131: urban, street, city, space, vitality, land, spatial, neighbo",0.1,Asia-Pacific,post_chatgpt,2025-02-15,Singapore
2-s2.0-85213293358,182,"Topic0_Sub_182: wind, cfd, building, dynamic cfd, computational, simulation,",0.1,Asia-Pacific,post_chatgpt,2025-02-15,China
2-s2.0-85209888969,-1,,,Asia-Pacific,post_chatgpt,2025-02-15,China
2-s2.0-85218336569,-1,,,Asia-Pacific,post_chatgpt,2025-02-14,South Korea
2-s2.0-85218336223,1,Drug Discovery & Molecular AI,0.0,North America,post_chatgpt,2025-02-14,United States
2-s2.0-86000066879,43,Edge Computing & IoT Networks,0.3,Africa & Middle East,post_chatgpt,2025-02-13,South Africa
2-s2.0-85218718965,14,AI in Music & Creative Arts,0.1,Asia-Pacific,post_chatgpt,2025-02-13,India
2-s2.0-105003264937,-1,,,North America,post_chatgpt,2025-02-13,United States
2-s2.0-105003225003,-1,,,North America,post_chatgpt,2025-02-12,Canada
2-s2.0-85216032567,-1,,,Europe,post_chatgpt,2025-02-11,Sweden
2-s2.0-85199412180,110,"Topic0_Sub_110: marketing, consumer, customer, financial, service, banking, ",0.1,Asia-Pacific,post_chatgpt,2025-02-11,Pakistan
2-s2.0-85198438768,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2025-02-11,Bangladesh
2-s2.0-105001085693,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2025-02-11,Pakistan
2-s2.0-85218809492,112,"Topic0_Sub_112: energy, power, solar, building, consumption, electricity, gr",0.1,Africa & Middle East,post_chatgpt,2025-02-10,Nigeria
2-s2.0-85216457038,1,Drug Discovery & Molecular AI,0.0,North America,post_chatgpt,2025-02-10,United States
2-s2.0-85216447323,180,"Topic0_Sub_180: plastic, recycling, waste, plastic waste, polymer, recycled,",0.1,Asia-Pacific,post_chatgpt,2025-02-10,China
2-s2.0-85216353904,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,Europe,post_chatgpt,2025-02-10,Denmark
2-s2.0-85215935824,-1,,,Europe,post_chatgpt,2025-02-10,Italy
2-s2.0-85215373726,-1,,,North America,post_chatgpt,2025-02-10,United States
2-s2.0-105010159150,32,AI & Blockchain Technology,0.3,North America,post_chatgpt,2025-02-08,United States
2-s2.0-85218291021,1,Drug Discovery & Molecular AI,0.0,Asia-Pacific,post_chatgpt,2025-02-07,China
2-s2.0-105008324670,-1,,,Europe,post_chatgpt,2025-02-07,France
2-s2.0-105008321574,30,Machine Translation & Multilingual AI,0.2,Europe,post_chatgpt,2025-02-07,Hungary
2-s2.0-105008285071,-1,,,Europe,post_chatgpt,2025-02-07,Luxembourg
2-s2.0-85218774477,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2025-02-06,South Korea
2-s2.0-85217577465,-1,,,Asia-Pacific,post_chatgpt,2025-02-06,Singapore
2-s2.0-85199800255,-1,,,Asia-Pacific,post_chatgpt,2025-02-06,Australia
2-s2.0-85190555458,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Europe,post_chatgpt,2025-02-05,United Kingdom
2-s2.0-85183200380,18,AI in Entrepreneurship & Innovation,0.3,Latin America,post_chatgpt,2025-02-05,Colombia
2-s2.0-85213802773,3,AI in Tourism & Hospitality,0.1,Asia-Pacific,post_chatgpt,2025-02-04,China
2-s2.0-85170671529,-1,,,Asia-Pacific,post_chatgpt,2025-02-04,China
2-s2.0-85218736259,-1,,,North America,post_chatgpt,2025-02-03,United States
2-s2.0-85218714092,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,North America,post_chatgpt,2025-02-03,United States
2-s2.0-85211637459,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Latin America,post_chatgpt,2025-02-03,Mexico
2-s2.0-85200403488,-1,,,North America,post_chatgpt,2025-02-03,United States
2-s2.0-85196637693,120,"Topic0_Sub_120: maintenance, fault, manufacturing, production, industrial, p",0.1,Asia-Pacific,post_chatgpt,2025-02-03,India
2-s2.0-86000436090,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-86000313638,109,"Topic0_Sub_109: soil, sup, forest, land, inf, sup sup, vegetation, accuracy,",0.1,Asia-Pacific,post_chatgpt,2025-02-01,Indonesia
2-s2.0-86000308678,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,Indonesia
2-s2.0-86000298567,109,"Topic0_Sub_109: soil, sup, forest, land, inf, sup sup, vegetation, accuracy,",0.1,Asia-Pacific,post_chatgpt,2025-02-01,Indonesia
2-s2.0-86000143811,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Africa & Middle East,post_chatgpt,2025-02-01,Saudi Arabia
2-s2.0-86000028712,109,"Topic0_Sub_109: soil, sup, forest, land, inf, sup sup, vegetation, accuracy,",0.1,Africa & Middle East,post_chatgpt,2025-02-01,Ghana
2-s2.0-85219757681,116,"Topic0_Sub_116: dementia, cognitive, alzheimer, mci, alzheimer disease, dise",0.1,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85219756896,116,"Topic0_Sub_116: dementia, cognitive, alzheimer, mci, alzheimer disease, dise",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85219744554,-1,,,Africa & Middle East,post_chatgpt,2025-02-01,Saudi Arabia
2-s2.0-85219734232,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Latin America,post_chatgpt,2025-02-01,Colombia
2-s2.0-85219555700,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85219549297,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85219398768,185,"Topic0_Sub_185: gene, lung, cancer, lung cancer, nsclc, egfr, cell, prognosi",0.1,Asia-Pacific,post_chatgpt,2025-02-01,Japan
2-s2.0-85219378295,141,"Topic0_Sub_141: gene, cell, immune, expression, infiltration, degs, enrichme",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85219225078,-1,,,Africa & Middle East,post_chatgpt,2025-02-01,UAE
2-s2.0-85219206230,169,"Topic0_Sub_169: logistics, chain, supply chain, management, supply, reverse ",0.1,Africa & Middle East,post_chatgpt,2025-02-01,South Africa
2-s2.0-85219202468,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,Asia-Pacific,post_chatgpt,2025-02-01,Thailand
2-s2.0-85219197295,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Europe,post_chatgpt,2025-02-01,Spain
2-s2.0-85219186960,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85219185813,-1,,,Europe,post_chatgpt,2025-02-01,Spain
2-s2.0-85219169501,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85219166792,-1,,,Europe,post_chatgpt,2025-02-01,Cyprus
2-s2.0-85219150971,129,AI in Public Administration & Governance,0.9,Europe,post_chatgpt,2025-02-01,Turkey
2-s2.0-85219098259,113,"Topic0_Sub_113: cancer, breast, breast cancer, tumor, patient, gene, surviva",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85219054007,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85219046857,-1,,,Africa & Middle East,post_chatgpt,2025-02-01,UAE
2-s2.0-85219040473,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85219009181,22,AI for Poverty & Development (Global South),0.4,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85218915116,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,Asia-Pacific,post_chatgpt,2025-02-01,South Korea
2-s2.0-85218909966,-1,,,Africa & Middle East,post_chatgpt,2025-02-01,Nigeria
2-s2.0-85218909345,118,"Topic0_Sub_118: concrete, strength, compressive, compressive strength, cemen",0.1,Europe,post_chatgpt,2025-02-01,Italy
2-s2.0-85218905644,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85218903913,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Europe,post_chatgpt,2025-02-01,Germany
2-s2.0-85218901308,-1,,,Europe,post_chatgpt,2025-02-01,United Kingdom
2-s2.0-85218900519,-1,,,Africa & Middle East,post_chatgpt,2025-02-01,UAE
2-s2.0-85218899772,-1,,,Europe,post_chatgpt,2025-02-01,Romania
2-s2.0-85218894646,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85218892199,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Europe,post_chatgpt,2025-02-01,Spain
2-s2.0-85218889388,164,"Topic0_Sub_164: inflation, cpi, forecast, forecasting, inflation rate, econo",0.1,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85218887988,-1,,,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85218887720,23,AI in Genomics & Microbiology,0.0,Latin America,post_chatgpt,2025-02-01,Colombia
2-s2.0-85218881354,104,"Topic0_Sub_104: stock, market, financial, return, credit, price, fraud, port",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85218877388,102,"Topic0_Sub_102: crop, food, yield, agricultural, plant, agriculture, machine",0.1,Europe,post_chatgpt,2025-02-01,Italy
2-s2.0-85218876401,128,"Topic0_Sub_128: supply chain, chain, supply, demand, inventory, forecasting,",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85218873632,-1,,,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85218872254,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Europe,post_chatgpt,2025-02-01,Spain
2-s2.0-85218865390,-1,,,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85218863809,42,AI Accessibility & Disability Inclusion,0.5,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85218862736,-1,,,Europe,post_chatgpt,2025-02-01,Russia
2-s2.0-85218858475,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85218858098,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85218853363,148,Smart City & Urban AI Governance,0.7,Asia-Pacific,post_chatgpt,2025-02-01,Australia
2-s2.0-85218834468,109,"Topic0_Sub_109: soil, sup, forest, land, inf, sup sup, vegetation, accuracy,",0.1,Asia-Pacific,post_chatgpt,2025-02-01,Thailand
2-s2.0-85218827465,5,Speech & Language Recognition,0.1,Europe,post_chatgpt,2025-02-01,Netherlands
2-s2.0-85218707742,-1,,,Latin America,post_chatgpt,2025-02-01,Mexico
2-s2.0-85218705245,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2025-02-01,United Kingdom
2-s2.0-85218694300,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Europe,post_chatgpt,2025-02-01,Romania
2-s2.0-85218693979,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85218686204,-1,,,Latin America,post_chatgpt,2025-02-01,Ecuador
2-s2.0-85218641697,102,"Topic0_Sub_102: crop, food, yield, agricultural, plant, agriculture, machine",0.1,Europe,post_chatgpt,2025-02-01,Hungary
2-s2.0-85218635804,110,"Topic0_Sub_110: marketing, consumer, customer, financial, service, banking, ",0.1,Europe,post_chatgpt,2025-02-01,United Kingdom
2-s2.0-85218492387,116,"Topic0_Sub_116: dementia, cognitive, alzheimer, mci, alzheimer disease, dise",0.1,Europe,post_chatgpt,2025-02-01,United Kingdom
2-s2.0-85218464068,112,"Topic0_Sub_112: energy, power, solar, building, consumption, electricity, gr",0.1,Africa & Middle East,post_chatgpt,2025-02-01,Saudi Arabia
2-s2.0-85218456453,-1,,,Latin America,post_chatgpt,2025-02-01,Peru
2-s2.0-85218443220,-1,,,Africa & Middle East,post_chatgpt,2025-02-01,Israel
2-s2.0-85218338474,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85218276090,109,"Topic0_Sub_109: soil, sup, forest, land, inf, sup sup, vegetation, accuracy,",0.1,Asia-Pacific,post_chatgpt,2025-02-01,India
2-s2.0-85218220139,5,Speech & Language Recognition,0.1,North America,post_chatgpt,2025-02-01,Canada
2-s2.0-85218152300,109,"Topic0_Sub_109: soil, sup, forest, land, inf, sup sup, vegetation, accuracy,",0.1,Africa & Middle East,post_chatgpt,2025-02-01,Iraq
2-s2.0-85218145506,187,"Topic0_Sub_187: loneliness, adolescent, social, ate, older, predictor, older",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85218135059,6,AI in Sports & Performance,0.0,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85218127742,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85218102944,115,"Topic0_Sub_115: software, machine learning, learning, machine, feature, algo",0.1,Asia-Pacific,post_chatgpt,2025-02-01,Malaysia
2-s2.0-85218098686,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85218095017,-1,,,Europe,post_chatgpt,2025-02-01,United Kingdom
2-s2.0-85218087358,109,"Topic0_Sub_109: soil, sup, forest, land, inf, sup sup, vegetation, accuracy,",0.1,Asia-Pacific,post_chatgpt,2025-02-01,India
2-s2.0-85218047831,109,"Topic0_Sub_109: soil, sup, forest, land, inf, sup sup, vegetation, accuracy,",0.1,Asia-Pacific,post_chatgpt,2025-02-01,Vietnam
2-s2.0-85217944365,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85217911113,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85217909484,-1,,,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85217875607,-1,,,Latin America,post_chatgpt,2025-02-01,Brazil
2-s2.0-85217873972,122,"Topic0_Sub_122: customer, churn, marketing, consumer, product, commerce, pur",0.1,Asia-Pacific,post_chatgpt,2025-02-01,India
2-s2.0-85217872874,2,AI Cybersecurity & IoT Threats,0.9,Europe,post_chatgpt,2025-02-01,United Kingdom
2-s2.0-85217871173,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,Asia-Pacific,post_chatgpt,2025-02-01,Philippines
2-s2.0-85217870325,-1,,,Europe,post_chatgpt,2025-02-01,Portugal
2-s2.0-85217862472,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85217819370,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85217813743,-1,,,Europe,post_chatgpt,2025-02-01,Denmark
2-s2.0-85217804813,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85217797887,-1,,,Europe,post_chatgpt,2025-02-01,United Kingdom
2-s2.0-85217779987,106,"Topic0_Sub_106: green, environmental, energy, esg, sustainable, sustainabili",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85217773827,-1,,,Africa & Middle East,post_chatgpt,2025-02-01,Saudi Arabia
2-s2.0-85217772028,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,Pakistan
2-s2.0-85217768101,-1,,,Europe,post_chatgpt,2025-02-01,Greece
2-s2.0-85217748950,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85217740918,104,"Topic0_Sub_104: stock, market, financial, return, credit, price, fraud, port",0.1,Europe,post_chatgpt,2025-02-01,France
2-s2.0-85217734783,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,Asia-Pacific,post_chatgpt,2025-02-01,Australia
2-s2.0-85217734309,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85217711470,13,AI in Cultural Heritage,0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85217708548,-1,,,Africa & Middle East,post_chatgpt,2025-02-01,Saudi Arabia
2-s2.0-85217706617,179,"Topic0_Sub_179: bike, bike sharing, sharing, bicycle, shared, urban, sharing",0.1,Asia-Pacific,post_chatgpt,2025-02-01,Australia
2-s2.0-85217701680,102,"Topic0_Sub_102: crop, food, yield, agricultural, plant, agriculture, machine",0.1,Latin America,post_chatgpt,2025-02-01,Ecuador
2-s2.0-85217692207,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85217679027,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,Europe,post_chatgpt,2025-02-01,Germany
2-s2.0-85217674886,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,Asia-Pacific,post_chatgpt,2025-02-01,India
2-s2.0-85217670345,134,"Topic0_Sub_134: wildfire, forest, area, rcp, risk, detection, occurrence, fa",0.1,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85217663780,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85217648283,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85217635834,111,"Topic0_Sub_111: traffic, crash, road, vehicle, accident, travel, transportat",0.1,Europe,post_chatgpt,2025-02-01,Turkey
2-s2.0-85217632983,-1,,,Europe,post_chatgpt,2025-02-01,Italy
2-s2.0-85217575937,-1,,,Europe,post_chatgpt,2025-02-01,Turkey
2-s2.0-85217574958,-1,,,Europe,post_chatgpt,2025-02-01,Germany
2-s2.0-85217571580,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85217562723,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85217560357,102,"Topic0_Sub_102: crop, food, yield, agricultural, plant, agriculture, machine",0.1,Europe,post_chatgpt,2025-02-01,Italy
2-s2.0-85217559284,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,Hong Kong
2-s2.0-85217530089,12,Computer Vision & Face Recognition,0.3,Europe,post_chatgpt,2025-02-01,United Kingdom
2-s2.0-85217524013,140,"Topic0_Sub_140: ship, port, vessel, maritime, container, fuel, fuel consumpt",0.1,Africa & Middle East,post_chatgpt,2025-02-01,UAE
2-s2.0-85217476942,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,Africa & Middle East,post_chatgpt,2025-02-01,Iran
2-s2.0-85217456072,123,"Topic0_Sub_123: birth, maternal, woman, pregnancy, child, infant, health, ri",0.1,Asia-Pacific,post_chatgpt,2025-02-01,Bangladesh
2-s2.0-85217455705,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Latin America,post_chatgpt,2025-02-01,Ecuador
2-s2.0-85217391340,109,"Topic0_Sub_109: soil, sup, forest, land, inf, sup sup, vegetation, accuracy,",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85217259946,122,"Topic0_Sub_122: customer, churn, marketing, consumer, product, commerce, pur",0.1,Africa & Middle East,post_chatgpt,2025-02-01,South Africa
2-s2.0-85217240091,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85217200588,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,Japan
2-s2.0-85217196748,25,AI in Cell Biology & Microscopy,0.0,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85217190474,4,Sentiment & Emotion Analysis,0.3,Europe,post_chatgpt,2025-02-01,Italy
2-s2.0-85217040174,137,"Topic0_Sub_137: seismic, earthquake, slope, damage, motion, building, slope ",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85217036662,113,"Topic0_Sub_113: cancer, breast, breast cancer, tumor, patient, gene, surviva",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85216990140,-1,,,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85216973380,114,Generative AI & Creative Ethics,0.65,Europe,post_chatgpt,2025-02-01,United Kingdom
2-s2.0-85216946799,27,AI in Wireless Communications,0.0,Asia-Pacific,post_chatgpt,2025-02-01,India
2-s2.0-85216941585,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,Asia-Pacific,post_chatgpt,2025-02-01,India
2-s2.0-85216692406,21,Trust & Trustworthiness in AI,0.8,Asia-Pacific,post_chatgpt,2025-02-01,Singapore
2-s2.0-85216537438,122,"Topic0_Sub_122: customer, churn, marketing, consumer, product, commerce, pur",0.1,Africa & Middle East,post_chatgpt,2025-02-01,Iran
2-s2.0-85216532520,109,"Topic0_Sub_109: soil, sup, forest, land, inf, sup sup, vegetation, accuracy,",0.1,Europe,post_chatgpt,2025-02-01,Portugal
2-s2.0-85216529068,133,"Topic0_Sub_133: emission, carbon, carbon emission, inf, inf emission, inf in",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85216474398,-1,,,North America,post_chatgpt,2025-02-01,Canada
2-s2.0-85216366005,127,"Topic0_Sub_127: urban, lst, heat, uhi, temperature, urban heat, land, therma",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85216364929,127,"Topic0_Sub_127: urban, lst, heat, uhi, temperature, urban heat, land, therma",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85216322044,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,Taiwan
2-s2.0-85216278127,-1,,,Europe,post_chatgpt,2025-02-01,Germany
2-s2.0-85216272950,117,"Topic0_Sub_117: inf, air, inf inf, pollution, air quality, air pollution, co",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85216245244,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85216194193,154,"Topic0_Sub_154: mental, mental health, health, psychotherapy, therapy, inter",0.1,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85216130178,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85215854948,-1,,,Africa & Middle East,post_chatgpt,2025-02-01,South Africa
2-s2.0-85215764149,-1,,,Europe,post_chatgpt,2025-02-01,Netherlands
2-s2.0-85215600727,111,"Topic0_Sub_111: traffic, crash, road, vehicle, accident, travel, transportat",0.1,Europe,post_chatgpt,2025-02-01,United Kingdom
2-s2.0-85215507574,-1,,,Other / Unclassified,post_chatgpt,2025-02-01,Unknown
2-s2.0-85215267312,-1,,,Africa & Middle East,post_chatgpt,2025-02-01,Jordan
2-s2.0-85215073325,153,"Topic0_Sub_153: disaster, evacuation, emergency, hurricane, disaster managem",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85214949522,-1,,,Africa & Middle East,post_chatgpt,2025-02-01,Saudi Arabia
2-s2.0-85214911109,-1,,,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85214800918,133,"Topic0_Sub_133: emission, carbon, carbon emission, inf, inf emission, inf in",0.1,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85214785792,-1,,,Europe,post_chatgpt,2025-02-01,Turkey
2-s2.0-85214575687,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85214524207,-1,,,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85214515977,104,"Topic0_Sub_104: stock, market, financial, return, credit, price, fraud, port",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85214467050,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85214457654,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,Africa & Middle East,post_chatgpt,2025-02-01,Egypt
2-s2.0-85214339924,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Europe,post_chatgpt,2025-02-01,Germany
2-s2.0-85214325957,127,"Topic0_Sub_127: urban, lst, heat, uhi, temperature, urban heat, land, therma",0.1,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85214322348,106,"Topic0_Sub_106: green, environmental, energy, esg, sustainable, sustainabili",0.1,Europe,post_chatgpt,2025-02-01,Slovenia
2-s2.0-85214265450,106,"Topic0_Sub_106: green, environmental, energy, esg, sustainable, sustainabili",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85214257920,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85214229714,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,India
2-s2.0-85214228464,-1,,,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85214112696,-1,,,Europe,post_chatgpt,2025-02-01,United Kingdom
2-s2.0-85214099708,107,"Topic0_Sub_107: water, flood, water quality, groundwater, sup, river, qualit",0.1,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85213982218,124,AI Research Landscape (Bibliometrics),0.5,Europe,post_chatgpt,2025-02-01,Turkey
2-s2.0-85213942785,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,South Korea
2-s2.0-85213891238,106,"Topic0_Sub_106: green, environmental, energy, esg, sustainable, sustainabili",0.1,Asia-Pacific,post_chatgpt,2025-02-01,Hong Kong
2-s2.0-85213730999,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,Malaysia
2-s2.0-85213727020,108,"Topic0_Sub_108: medical, healthcare, health, care, patient, medicine, clinic",0.1,Europe,post_chatgpt,2025-02-01,Portugal
2-s2.0-85213712148,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,India
2-s2.0-85213699067,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85213696301,11,AI in Real Estate Valuation,0.2,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85213691313,119,"Topic0_Sub_119: depression, anxiety, disorder, treatment, symptom, mental, h",0.1,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85213511183,127,"Topic0_Sub_127: urban, lst, heat, uhi, temperature, urban heat, land, therma",0.1,Africa & Middle East,post_chatgpt,2025-02-01,Saudi Arabia
2-s2.0-85213498047,-1,,,North America,post_chatgpt,2025-02-01,United States
2-s2.0-85213397220,117,"Topic0_Sub_117: inf, air, inf inf, pollution, air quality, air pollution, co",0.1,Asia-Pacific,post_chatgpt,2025-02-01,Malaysia
2-s2.0-85213281770,106,"Topic0_Sub_106: green, environmental, energy, esg, sustainable, sustainabili",0.1,Asia-Pacific,post_chatgpt,2025-02-01,China
2-s2.0-85213246236,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,South Korea
2-s2.0-85213238166,-1,,,Asia-Pacific,post_chatgpt,2025-02-01,India
2-s2.0-85213209707,-1,,,Europe,post_chatgpt,2025-02-01,Greece
